 # L =          100
     # Time          E          M
        1110      -13564        1770
        1120      -13144        1668
        1130      -12804        1846
        1140      -13080        1538
        1150      -13028        1610
        1160      -13012        1586
        1170      -13176        1512
        1180      -13572        1814
        1190      -13276        1684
        1200      -13312        1638
        1210      -13316        1872
        1220      -13240        1758
        1230      -13248        1850
        1240      -12864        1734
        1250      -13228        1684
        1260      -13572        1660
        1270      -13636        1612
        1280      -13540        1462
        1290      -13220        1508
        1300      -13736        1718
        1310      -13796        1744
        1320      -13792        1772
        1330      -13792        1922
        1340      -13200        1894
        1350      -13364        2068
        1360      -13128        1816
        1370      -13360        1726
        1380      -13052        1486
        1390      -13356        1348
        1400      -13252        1534
        1410      -13216        1248
        1420      -13460        1196
        1430      -13416        1240
        1440      -13612        1186
        1450      -13212         982
        1460      -13140         564
        1470      -13696         884
        1480      -13416         926
        1490      -13632        1074
        1500      -13920        1104
        1510      -13792         992
        1520      -13824        1494
        1530      -13232        1206
        1540      -13696        1184
        1550      -13728        1362
        1560      -13492        1248
        1570      -13536        1208
        1580      -13336        1358
        1590      -13464        1124
        1600      -13344        1150
        1610      -12932         972
        1620      -13612         960
        1630      -13740        1144
        1640      -13764        1250
        1650      -13752        1284
        1660      -13384        1162
        1670      -13592        1358
        1680      -13956        1416
        1690      -13688        1308
        1700      -13556        1370
        1710      -13644        1602
        1720      -13544        1644
        1730      -14008        1818
        1740      -13816        1776
        1750      -13204        1778
        1760      -13064        1812
        1770      -13428        1804
        1780      -13296        1758
        1790      -13572        1850
        1800      -13340        1726
        1810      -13444        1854
        1820      -13420        2074
        1830      -13768        2032
        1840      -13804        2002
        1850      -13740        2046
        1860      -13620        2104
        1870      -13688        2256
        1880      -13764        2026
        1890      -13552        2198
        1900      -13736        2300
        1910      -13748        2460
        1920      -13540        2360
        1930      -13820        2320
        1940      -13460        2290
        1950      -13388        2336
        1960      -13388        2318
        1970      -13364        2418
        1980      -13216        2168
        1990      -13192        2308
        2000      -13512        2226
        2010      -13644        2396
        2020      -13716        2256
        2030      -13708        2356
        2040      -13420        2188
        2050      -13256        2278
        2060      -13488        2190
        2070      -13368        2360
        2080      -13656        2388
        2090      -13384        2374
        2100      -13456        2236
        2110      -13680        2118
        2120      -13588        2248
        2130      -13376        2004
        2140      -13372        1988
        2150      -13644        2276
        2160      -13568        2176
        2170      -13456        2108
        2180      -13684        2150
        2190      -13664        1962
        2200      -13588        1996
        2210      -13576        1834
        2220      -13392        1854
        2230      -13624        2084
        2240      -13660        2034
        2250      -13480        1790
        2260      -13476        1672
        2270      -13496        1770
        2280      -13420        1888
        2290      -13408        1780
        2300      -13468        1870
        2310      -13588        1990
        2320      -13604        2084
        2330      -13236        2010
        2340      -13604        1678
        2350      -13692        1716
        2360      -13612        1934
        2370      -13360        2028
        2380      -13584        2168
        2390      -13916        2138
        2400      -13688        2096
        2410      -13884        2084
        2420      -13424        2006
        2430      -13440        1740
        2440      -13660        1542
        2450      -13400        1470
        2460      -12924        1772
        2470      -13028        1822
        2480      -13468        2106
        2490      -13192        2014
        2500      -12984        2074
        2510      -13504        2076
        2520      -13132        1998
        2530      -13352        2028
        2540      -13468        2046
        2550      -13196        2012
        2560      -12984        1928
        2570      -13612        1944
        2580      -13348        1904
        2590      -13784        1886
        2600      -13444        1930
        2610      -13600        1626
        2620      -13448        1792
        2630      -13744        1830
        2640      -13672        1512
        2650      -13476        1468
        2660      -13624        1802
        2670      -13620        1698
        2680      -13568        1676
        2690      -13620        1734
        2700      -13496        1850
        2710      -13744        1926
        2720      -13412        2108
        2730      -13092        2304
        2740      -13644        2258
        2750      -13776        2750
        2760      -13320        2462
        2770      -13712        2682
        2780      -13220        2590
        2790      -13420        2522
        2800      -13464        2714
        2810      -13504        2534
        2820      -13292        2372
        2830      -13264        2528
        2840      -13524        2398
        2850      -13524        2362
        2860      -13504        2250
        2870      -13460        2276
        2880      -13476        2342
        2890      -13488        2236
        2900      -13736        2532
        2910      -13504        2280
        2920      -13580        2392
        2930      -13596        2470
        2940      -13636        2550
        2950      -13644        2372
        2960      -13916        2524
        2970      -13592        2370
        2980      -13544        2446
        2990      -13724        2394
        3000      -13800        2492
        3010      -13620        2426
        3020      -13848        2476
        3030      -13528        2474
        3040      -13728        2658
        3050      -13760        2804
        3060      -13160        2590
        3070      -13576        2880
        3080      -13636        2948
        3090      -13352        2708
        3100      -14028        2846
        3110      -13240        2682
        3120      -13732        2802
        3130      -13744        2780
        3140      -13848        2730
        3150      -14152        2780
        3160      -13928        2666
        3170      -13720        2566
        3180      -13992        2524
        3190      -13956        2506
        3200      -13948        2510
        3210      -13512        2484
        3220      -13620        2414
        3230      -13516        2628
        3240      -13560        2760
        3250      -13588        2738
        3260      -13820        2754
        3270      -14116        2718
        3280      -13940        2828
        3290      -13972        2728
        3300      -13764        2548
        3310      -13988        2706
        3320      -14048        2618
        3330      -13720        2614
        3340      -13704        2764
        3350      -13780        2670
        3360      -13640        2810
        3370      -13688        2992
        3380      -13740        2930
        3390      -13392        2788
        3400      -13632        3072
        3410      -13612        3008
        3420      -14064        3170
        3430      -13848        3062
        3440      -14028        3296
        3450      -13924        3420
        3460      -13956        3232
        3470      -14208        3290
        3480      -13972        3300
        3490      -14108        3270
        3500      -13884        3268
        3510      -13904        3204
        3520      -13752        2806
        3530      -14120        2932
        3540      -14236        3106
        3550      -14040        3146
        3560      -14468        3188
        3570      -14316        3218
        3580      -14232        3214
        3590      -14496        3092
        3600      -14564        3000
        3610      -14320        3116
        3620      -14296        2912
        3630      -14548        2866
        3640      -14000        2888
        3650      -13864        2798
        3660      -13952        2850
        3670      -14024        2660
        3680      -13868        2502
        3690      -14240        2616
        3700      -14136        2370
        3710      -14064        2396
        3720      -13784        2588
        3730      -13552        2568
        3740      -14140        2656
        3750      -14000        2778
        3760      -13736        2756
        3770      -14028        2540
        3780      -14032        2682
        3790      -14420        2500
        3800      -14084        2542
        3810      -14152        2814
        3820      -13788        2762
        3830      -13576        2866
        3840      -14068        2870
        3850      -13948        3172
        3860      -13796        2926
        3870      -14256        3126
        3880      -13932        2874
        3890      -13992        2962
        3900      -14216        2742
        3910      -14252        2756
        3920      -13764        2728
        3930      -14008        3094
        3940      -13596        3092
        3950      -13764        3106
        3960      -13724        3238
        3970      -14012        3174
        3980      -14096        3174
        3990      -13796        3376
        4000      -14040        3460
        4010      -14024        3580
        4020      -14008        3488
        4030      -14040        3616
        4040      -13896        3664
        4050      -14000        3680
        4060      -13932        3736
        4070      -13880        3476
        4080      -13824        3412
        4090      -13836        3330
        4100      -13816        3486
        4110      -13944        3548
        4120      -13796        3722
        4130      -13804        3640
        4140      -13756        3848
        4150      -14092        3976
        4160      -13832        4070
        4170      -14096        4046
        4180      -13720        3942
        4190      -13964        4156
        4200      -14156        4062
        4210      -13984        3916
        4220      -14156        4164
        4230      -14068        4086
        4240      -13924        4270
        4250      -13884        4166
        4260      -13720        4258
        4270      -14352        4440
        4280      -13808        4364
        4290      -13780        4444
        4300      -13892        4514
        4310      -13840        4418
        4320      -13900        4328
        4330      -13860        4504
        4340      -13820        4494
        4350      -13752        4650
        4360      -13948        4690
        4370      -13988        4930
        4380      -14204        5012
        4390      -14288        5046
        4400      -14204        5402
        4410      -14036        5194
        4420      -14140        5276
        4430      -14204        5228
        4440      -14248        5290
        4450      -14168        5238
        4460      -14232        5278
        4470      -14060        5384
        4480      -14176        5442
        4490      -13856        5348
        4500      -13688        5300
        4510      -14296        5442
        4520      -14124        5378
        4530      -14044        5430
        4540      -13820        5438
        4550      -13936        5438
        4560      -13900        5330
        4570      -14252        5598
        4580      -13908        5598
        4590      -13736        5588
        4600      -14092        5872
        4610      -14132        5804
        4620      -14232        5752
        4630      -14204        5784
        4640      -14400        6050
        4650      -14620        6032
        4660      -14404        5898
        4670      -14432        5878
        4680      -14664        5862
        4690      -13996        5646
        4700      -13980        5698
        4710      -14136        5546
        4720      -14320        5572
        4730      -14376        5770
        4740      -14284        5864
        4750      -13952        5666
        4760      -14096        5790
        4770      -14180        5656
        4780      -14096        5690
        4790      -14280        5682
        4800      -14412        5802
        4810      -14236        5762
        4820      -14284        5818
        4830      -14120        5878
        4840      -14176        5712
        4850      -14008        5592
        4860      -14108        5626
        4870      -14180        5702
        4880      -14388        5824
        4890      -13640        5506
        4900      -13720        5458
        4910      -13576        5168
        4920      -13940        5344
        4930      -13592        5208
        4940      -13748        5318
        4950      -13840        5400
        4960      -13784        5418
        4970      -14012        5432
        4980      -13824        5518
        4990      -14084        5610
        5000      -14136        5716
        5010      -13968        5568
        5020      -14468        5874
        5030      -14100        5560
        5040      -14128        5512
        5050      -14104        5588
        5060      -14072        5626
        5070      -13820        5426
        5080      -13896        5534
        5090      -14228        5740
        5100      -14128        5660
        5110      -14328        5678
        5120      -14116        5706
        5130      -13944        5748
        5140      -14184        5736
        5150      -14048        5600
        5160      -14292        5674
        5170      -13888        5674
        5180      -13840        5732
        5190      -13920        5864
        5200      -13916        5872
        5210      -13924        5844
        5220      -14324        5756
        5230      -14304        5834
        5240      -14352        5830
        5250      -14272        5704
        5260      -13940        5632
        5270      -13796        5720
        5280      -13944        5632
        5290      -13816        5484
        5300      -13500        5226
        5310      -13636        5300
        5320      -13812        5488
        5330      -13912        5264
        5340      -13720        5172
        5350      -13856        5058
        5360      -14152        5100
        5370      -14068        5078
        5380      -14136        5068
        5390      -14148        5128
        5400      -14400        5298
        5410      -14176        5272
        5420      -14140        5204
        5430      -14256        5050
        5440      -14088        5000
        5450      -14296        5084
        5460      -14228        5118
        5470      -14172        5092
        5480      -14388        5272
        5490      -14164        5484
        5500      -14456        5522
        5510      -14296        5680
        5520      -14240        5580
        5530      -14420        5668
        5540      -14148        5608
        5550      -13948        5652
        5560      -14208        5662
        5570      -14352        5772
        5580      -14832        5902
        5590      -14724        6040
        5600      -14612        6112
        5610      -14300        6050
        5620      -14408        6174
        5630      -14412        6030
        5640      -14396        5922
        5650      -13984        5948
        5660      -14088        5822
        5670      -14176        5714
        5680      -14128        5774
        5690      -14328        5662
        5700      -14312        5512
        5710      -14216        5534
        5720      -14144        5620
        5730      -13880        5490
        5740      -14092        5546
        5750      -13936        5590
        5760      -14148        5670
        5770      -13976        5386
        5780      -13824        5170
        5790      -13928        5218
        5800      -13900        5352
        5810      -13928        5534
        5820      -13744        5350
        5830      -13888        5572
        5840      -13844        5694
        5850      -14140        5876
        5860      -14200        5972
        5870      -14332        5958
        5880      -14488        6082
        5890      -14332        5994
        5900      -14852        6238
        5910      -14908        6390
        5920      -14308        6370
        5930      -14668        6526
        5940      -14692        6404
        5950      -14588        6454
        5960      -14492        6432
        5970      -14504        6300
        5980      -14172        6170
        5990      -14344        6228
        6000      -14752        6478
        6010      -14764        6462
        6020      -14448        6408
        6030      -14148        6384
        6040      -14388        6472
        6050      -14508        6606
        6060      -14304        6480
        6070      -14548        6634
        6080      -15004        6856
        6090      -14348        6598
        6100      -14412        6726
        6110      -14136        6586
        6120      -14496        6730
        6130      -14468        6850
        6140      -14280        6660
        6150      -14352        6624
        6160      -14064        6406
        6170      -14284        6462
        6180      -14268        6384
        6190      -14012        6388
        6200      -14296        6372
        6210      -14284        6262
        6220      -14228        5924
        6230      -14172        6120
        6240      -14304        6242
        6250      -14436        6340
        6260      -14312        6212
        6270      -14776        6500
        6280      -14492        6540
        6290      -14668        6494
        6300      -14460        6334
        6310      -14112        6110
        6320      -14188        6086
        6330      -13888        5866
        6340      -14312        6128
        6350      -14560        6266
        6360      -14616        6310
        6370      -13876        6050
        6380      -13916        5978
        6390      -14048        6158
        6400      -14168        6334
        6410      -14552        6552
        6420      -14464        6556
        6430      -14468        6594
        6440      -14424        6486
        6450      -14176        6548
        6460      -14292        6622
        6470      -14648        6530
        6480      -14396        6448
        6490      -14400        6500
        6500      -14492        6626
        6510      -14272        6528
        6520      -14544        6836
        6530      -14856        6826
        6540      -14424        6676
        6550      -14384        6438
        6560      -14640        6606
        6570      -13900        6296
        6580      -14228        6408
        6590      -14384        6564
        6600      -14604        6750
        6610      -14292        6574
        6620      -14584        6672
        6630      -14484        6612
        6640      -14352        6600
        6650      -14020        6478
        6660      -14448        6564
        6670      -14096        6280
        6680      -14244        6352
        6690      -14536        6602
        6700      -14244        6478
        6710      -14448        6628
        6720      -14804        6794
        6730      -14584        6724
        6740      -14612        6592
        6750      -14088        6496
        6760      -14152        6452
        6770      -14308        6588
        6780      -14460        6728
        6790      -14308        6688
        6800      -14444        6830
        6810      -14400        6866
        6820      -14668        6888
        6830      -14404        6926
        6840      -14780        7094
        6850      -14388        6944
        6860      -14712        7052
        6870      -14640        7026
        6880      -14288        6806
        6890      -14192        6718
        6900      -14368        6890
        6910      -14660        7042
        6920      -14568        7018
        6930      -14664        7200
        6940      -14656        7286
        6950      -14704        7342
        6960      -14808        7414
        6970      -14744        7350
        6980      -14496        7258
        6990      -14788        7502
        7000      -14860        7516
        7010      -14796        7536
        7020      -14696        7518
        7030      -14724        7476
        7040      -14760        7540
        7050      -14576        7388
        7060      -14532        7308
        7070      -14788        7396
        7080      -14892        7602
        7090      -14520        7384
        7100      -14844        7480
        7110      -14572        7406
        7120      -14504        7272
        7130      -14704        7596
        7140      -14840        7582
        7150      -14856        7698
        7160      -14636        7434
        7170      -14600        7394
        7180      -14716        7400
        7190      -14472        7202
        7200      -14540        7326
        7210      -14328        7224
        7220      -14856        7516
        7230      -14432        7282
        7240      -14644        7230
        7250      -14240        7030
        7260      -14468        7310
        7270      -14988        7202
        7280      -14472        6970
        7290      -14336        6894
        7300      -14648        7098
        7310      -14508        7070
        7320      -14696        7126
        7330      -14508        7140
        7340      -14432        7160
        7350      -14504        7214
        7360      -14676        7156
        7370      -14856        7254
        7380      -14360        7078
        7390      -14428        7090
        7400      -14088        6944
        7410      -14632        7202
        7420      -15064        7332
        7430      -14608        7154
        7440      -14672        7144
        7450      -14144        6940
        7460      -14216        7030
        7470      -14720        7134
        7480      -14544        7222
        7490      -14936        7430
        7500      -14672        7394
        7510      -14736        7378
        7520      -14624        7472
        7530      -15032        7676
        7540      -14924        7572
        7550      -15120        7766
        7560      -14736        7558
        7570      -14876        7628
        7580      -14984        7700
        7590      -14680        7540
        7600      -14488        7368
        7610      -14648        7464
        7620      -14844        7522
        7630      -14620        7486
        7640      -14828        7520
        7650      -14484        7318
        7660      -14724        7372
        7670      -14876        7498
        7680      -14608        7480
        7690      -14236        7112
        7700      -14228        7164
        7710      -14272        7244
        7720      -14620        7320
        7730      -14456        7220
        7740      -14780        7404
        7750      -14840        7438
        7760      -14424        7090
        7770      -14492        6864
        7780      -14616        6982
        7790      -14552        6940
        7800      -14500        6860
        7810      -14496        6908
        7820      -14824        7132
        7830      -14820        7196
        7840      -14640        7162
        7850      -14764        7248
        7860      -14584        7190
        7870      -14936        7336
        7880      -14636        7142
        7890      -14500        7244
        7900      -14520        7172
        7910      -14780        7390
        7920      -14720        7306
        7930      -14516        7152
        7940      -14684        7012
        7950      -14504        6950
        7960      -13956        6648
        7970      -14156        6604
        7980      -14148        6588
        7990      -14412        6776
        8000      -14236        6708
        8010      -14760        7146
        8020      -14456        6958
        8030      -14244        7004
        8040      -14664        7006
        8050      -14996        7042
        8060      -14576        7020
        8070      -14328        6892
        8080      -14436        7062
        8090      -14632        7166
        8100      -14704        7258
        8110      -14844        7246
        8120      -14872        7338
        8130      -15028        7332
        8140      -15136        7336
        8150      -14728        7202
        8160      -14500        7100
        8170      -14516        6784
        8180      -14464        6930
        8190      -14476        6828
        8200      -14520        6790
        8210      -14332        6632
        8220      -14496        6716
        8230      -14452        6890
        8240      -14336        6800
        8250      -14404        6720
        8260      -14588        6840
        8270      -14552        6842
        8280      -14272        6764
        8290      -14584        6800
        8300      -14084        6500
        8310      -14596        6976
        8320      -14400        6996
        8330      -14508        6950
        8340      -14396        6804
        8350      -14080        6686
        8360      -14036        6622
        8370      -14336        6748
        8380      -14280        6552
        8390      -14332        6600
        8400      -14332        6536
        8410      -14388        6494
        8420      -14380        6486
        8430      -14616        6622
        8440      -14836        6694
        8450      -14644        6754
        8460      -14600        6740
        8470      -14516        6666
        8480      -14336        6514
        8490      -13896        6222
        8500      -14064        6256
        8510      -14124        6260
        8520      -14108        6158
        8530      -14384        6336
        8540      -14428        6402
        8550      -14632        6564
        8560      -14088        6298
        8570      -14196        6448
        8580      -14160        6494
        8590      -14112        6290
        8600      -14464        6334
        8610      -14472        6510
        8620      -14216        6344
        8630      -14316        6210
        8640      -14068        5936
        8650      -14088        5864
        8660      -13892        5736
        8670      -14144        5780
        8680      -14804        6128
        8690      -14468        5934
        8700      -14088        5796
        8710      -13820        5540
        8720      -14352        5770
        8730      -14084        5508
        8740      -14212        5472
        8750      -14144        5292
        8760      -13940        5324
        8770      -14156        5122
        8780      -14300        5300
        8790      -13636        5218
        8800      -13872        5416
        8810      -14228        5588
        8820      -14136        5520
        8830      -14212        5586
        8840      -14080        5590
        8850      -13888        5558
        8860      -14008        5458
        8870      -14484        5564
        8880      -14064        5512
        8890      -14096        5560
        8900      -14084        5554
        8910      -14124        5384
        8920      -14148        5446
        8930      -14040        5318
        8940      -14064        5484
        8950      -14256        5526
        8960      -14160        5408
        8970      -13832        5180
        8980      -13700        5034
        8990      -14052        5286
        9000      -14364        5236
        9010      -14028        5090
        9020      -13844        4878
        9030      -13704        4934
        9040      -14256        5142
        9050      -13628        4912
        9060      -13844        4800
        9070      -13768        4566
        9080      -13840        4720
        9090      -13856        4922
        9100      -13864        4996
        9110      -14008        5010
        9120      -13864        4864
        9130      -13932        4872
        9140      -14140        4744
        9150      -13132        4484
        9160      -13580        4706
        9170      -13636        4500
        9180      -13632        4594
        9190      -13672        4566
        9200      -13976        4614
        9210      -14004        4856
        9220      -13868        4708
        9230      -14068        4892
        9240      -14140        4924
        9250      -13860        4562
        9260      -13924        4442
        9270      -13588        4324
        9280      -13428        4282
        9290      -13720        4468
        9300      -13440        4658
        9310      -13712        4800
        9320      -13828        4830
        9330      -13728        4910
        9340      -13936        4934
        9350      -13772        5102
        9360      -13904        4948
        9370      -13980        4932
        9380      -14016        4770
        9390      -14028        4784
        9400      -13744        4842
        9410      -13792        4802
        9420      -13720        5104
        9430      -14004        5190
        9440      -13956        5126
        9450      -13916        4702
        9460      -13700        4520
        9470      -13480        4272
        9480      -13720        4360
        9490      -13432        4424
        9500      -13912        4566
        9510      -13616        4528
        9520      -13544        4220
        9530      -13508        4090
        9540      -13376        4026
        9550      -13704        4182
        9560      -13396        4134
        9570      -13820        4082
        9580      -13792        4054
        9590      -13800        4210
        9600      -13724        4082
        9610      -13980        4112
        9620      -14136        4024
        9630      -13836        4038
        9640      -13552        3964
        9650      -13692        4028
        9660      -13572        3952
        9670      -13560        4162
        9680      -13696        4300
        9690      -13764        4412
        9700      -13464        4442
        9710      -14012        4762
        9720      -14244        4806
        9730      -13748        4302
        9740      -14036        4266
        9750      -14000        4170
        9760      -13792        4132
        9770      -14016        4282
        9780      -14176        4278
        9790      -14096        4188
        9800      -14176        4208
        9810      -13872        4162
        9820      -14408        3972
        9830      -13980        3824
        9840      -14056        3812
        9850      -13268        3824
        9860      -13844        3652
        9870      -13896        3500
        9880      -13764        3392
        9890      -13784        3566
        9900      -13868        3574
        9910      -13828        3608
        9920      -13764        3304
        9930      -13828        3386
        9940      -13788        3374
        9950      -13804        3352
        9960      -13848        3514
        9970      -13788        3574
        9980      -13972        3504
        9990      -14244        3574
       10000      -13292        3094
       10010      -13564        3156
       10020      -13624        3210
       10030      -13560        3372
       10040      -13696        3394
       10050      -13716        3350
       10060      -13640        3702
       10070      -13740        3546
       10080      -13772        3532
       10090      -13584        3380
       10100      -13492        3250
       10110      -13932        3336
       10120      -13928        3086
       10130      -13664        2860
       10140      -13576        3124
       10150      -13424        3124
       10160      -14044        3234
       10170      -13980        2880
       10180      -13528        2884
       10190      -14012        3136
       10200      -13896        3266
       10210      -13868        3500
       10220      -13784        3532
       10230      -14100        3582
       10240      -13924        3510
       10250      -13500        3372
       10260      -13456        3250
       10270      -13924        3306
       10280      -13844        3184
       10290      -14196        3190
       10300      -14188        3120
       10310      -13904        2894
       10320      -14004        3072
       10330      -14056        2920
       10340      -14004        2994
       10350      -14084        3146
       10360      -14004        3348
       10370      -13920        3228
       10380      -13808        3204
       10390      -13912        3396
       10400      -14008        3694
       10410      -13876        3390
       10420      -13836        3386
       10430      -13972        3332
       10440      -13960        3406
       10450      -13552        3344
       10460      -13772        3054
       10470      -13560        3026
       10480      -13584        3068
       10490      -13428        3010
       10500      -13640        3004
       10510      -13844        3090
       10520      -13768        3114
       10530      -13880        3190
       10540      -14024        3156
       10550      -13832        3168
       10560      -13784        2974
       10570      -13844        3038
       10580      -13784        3046
       10590      -14024        3096
       10600      -13416        3054
       10610      -13652        2984
       10620      -13696        3146
       10630      -13644        3176
       10640      -13644        3108
       10650      -13864        3082
       10660      -13884        3150
       10670      -13768        2980
       10680      -13792        3108
       10690      -13576        2806
       10700      -13568        2918
       10710      -13640        2858
       10720      -13132        2914
       10730      -13416        2934
       10740      -13624        3052
       10750      -13604        3056
       10760      -13460        3102
       10770      -13628        2892
       10780      -13688        2932
       10790      -13676        2830
       10800      -13856        2956
       10810      -14036        2942
       10820      -13916        2814
       10830      -14216        2892
       10840      -13480        2854
       10850      -13628        2810
       10860      -13656        3040
       10870      -13960        3000
       10880      -13996        2656
       10890      -13888        2544
       10900      -14132        2750
       10910      -14100        2640
       10920      -14072        2752
       10930      -14140        2942
       10940      -14176        2978
       10950      -13836        3122
       10960      -14068        3366
       10970      -14360        3298
       10980      -14096        3208
       10990      -14332        3460
       11000      -14528        3292
       11010      -14128        3336
       11020      -14212        3398
       11030      -14012        3200
       11040      -14048        3166
       11050      -14184        3096
       11060      -14436        3056
       11070      -14124        2854
       11080      -14256        2886
       11090      -13948        2898
       11100      -13824        2712
       11110      -13728        2598
       11120      -14152        2982
       11130      -14032        2920
       11140      -13788        3074
       11150      -13568        2994
       11160      -13948        3150
       11170      -13812        3156
       11180      -13684        3132
       11190      -13512        2990
       11200      -12968        2982
       11210      -13968        3186
       11220      -13744        3070
       11230      -13628        3006
       11240      -13828        2872
       11250      -13784        2900
       11260      -13812        2896
       11270      -13740        2662
       11280      -13904        2918
       11290      -14132        2884
       11300      -13780        2980
       11310      -13900        3006
       11320      -14060        3034
       11330      -14348        3092
       11340      -13984        3048
       11350      -13952        2704
       11360      -13284        2804
       11370      -13828        2814
       11380      -14056        2808
       11390      -13408        2664
       11400      -13664        2666
       11410      -13360        2544
       11420      -13516        2472
       11430      -13508        2418
       11440      -13668        2376
       11450      -13944        2398
       11460      -13728        2058
       11470      -13900        2164
       11480      -13576        2152
       11490      -13484        2004
       11500      -13444        1996
       11510      -13640        2182
       11520      -13528        2092
       11530      -13380        1976
       11540      -13428        1998
       11550      -13428        2026
       11560      -13420        2310
       11570      -13484        2434
       11580      -14048        2662
       11590      -13660        2586
       11600      -13688        2734
       11610      -13428        2742
       11620      -13916        2850
       11630      -13516        2530
       11640      -13492        2696
       11650      -13484        2678
       11660      -13528        2490
       11670      -13724        2424
       11680      -14256        2440
       11690      -14148        2398
       11700      -14288        2500
       11710      -13936        2338
       11720      -14008        2102
       11730      -13996        2192
       11740      -14340        2220
       11750      -14272        2284
       11760      -14200        2160
       11770      -14200        2292
       11780      -13892        2066
       11790      -13872        2014
       11800      -14132        1862
       11810      -14140        1846
       11820      -14436        1738
       11830      -14444        2032
       11840      -13800        2100
       11850      -14280        2082
       11860      -14080        2032
       11870      -13908        2204
       11880      -14208        2070
       11890      -13884        2186
       11900      -13752        2192
       11910      -13732        2138
       11920      -13740        2292
       11930      -13812        2416
       11940      -13908        2374
       11950      -13848        2248
       11960      -13624        2106
       11970      -14096        2446
       11980      -13756        2406
       11990      -13720        2576
       12000      -14224        2628
       12010      -13656        2618
       12020      -14048        2704
       12030      -13976        2742
       12040      -14056        2732
       12050      -13952        2722
       12060      -13980        2658
       12070      -13984        2670
       12080      -13860        2662
       12090      -13824        2690
       12100      -13844        2714
       12110      -13792        2604
       12120      -13684        2742
       12130      -13788        2934
       12140      -13556        2742
       12150      -13868        2846
       12160      -13760        2826
       12170      -13660        2710
